"is"	"becomes"
"33780"	4425554	4
"33781"	4425555	5
"33782"	4425574	4
"33783"	4425575	5
"33784"	4427424	4
"33785"	4427444	4
"33786"	4427454	4
"33787"	4427455	4
"33788"	4427474	4
"33789"	4427475	4
"33790"	4427524	4
"33791"	4427525	2
"33792"	4427535	4
"33793"	4427545	4
"33794"	4427554	4
"33795"	4427555	5
"33796"	4427574	4
"33797"	4432522	2
"33798"	4432525	2
"33799"	4432555	5
"33800"	4433323	3
"33801"	4433332	2
"33802"	4433333	3
"33803"	4433335	3
"33804"	4433422	2
"33805"	4433423	3
"33806"	4433453	3
"33807"	4433525	3
"33808"	4433553	3
"33809"	4433555	3
"33810"	4435353	3
"33811"	4435522	2
"33812"	4435525	5
"33813"	4435535	3
"33814"	4435545	3
"33815"	4435555	3
"33816"	4437525	4
"33817"	4442222	2
"33818"	4442224	2
"33819"	4442225	2
"33820"	4442232	2
"33821"	4442235	4
"33822"	4442245	4
"33823"	4442252	2
"33824"	4442253	4
"33825"	4442254	4
"33826"	4442255	4
"33827"	4442272	2
"33828"	4442324	4
"33829"	4442325	4
"33830"	4442355	4
"33831"	4442422	2
"33832"	4442423	4
"33833"	4442424	4
"33834"	4442425	4
"33835"	4442433	4
"33836"	4442434	4
"33837"	4442435	4
"33838"	4442442	4
"33839"	4442443	4
"33840"	4442444	4
"33841"	4442445	4
"33842"	4442452	2
"33843"	4442453	4
"33844"	4442454	4
"33845"	4442455	4
"33846"	4442472	2
"33847"	4442473	4
"33848"	4442474	4
"33849"	4442475	4
"33850"	4442522	2
"33851"	4442524	4
"33852"	4442525	4
"33853"	4442534	4
"33854"	4442535	4
"33855"	4442544	4
"33856"	4442545	4
"33857"	4442552	2
"33858"	4442554	4
"33859"	4442555	4
"33860"	4442574	4
"33861"	4442575	4
"33862"	4442745	4
"33863"	4443222	2
"33864"	4443223	4
"33865"	4443224	4
"33866"	4443225	4
"33867"	4443252	2
"33868"	4443253	4
"33869"	4443254	4
"33870"	4443255	4
"33871"	4443275	4
"33872"	4443322	2
"33873"	4443323	3
"33874"	4443325	4
"33875"	4443332	2
"33876"	4443333	3
"33877"	4443335	3
"33878"	4443353	3
"33879"	4443355	3
"33880"	4443372	2
"33881"	4443423	4
"33882"	4443424	4
"33883"	4443425	4
"33884"	4443427	4
"33885"	4443432	2
"33886"	4443433	3
"33887"	4443434	4
"33888"	4443435	3
"33889"	4443437	3
"33890"	4443442	4
"33891"	4443443	4
"33892"	4443444	4
"33893"	4443445	4
"33894"	4443447	4
"33895"	4443452	2
"33896"	4443453	3
"33897"	4443454	4
"33898"	4443455	3
"33899"	4443457	3
"33900"	4443473	3
"33901"	4443474	4
"33902"	4443475	3
"33903"	4443477	3
"33904"	4443522	2
"33905"	4443523	4
"33906"	4443524	4
"33907"	4443525	4
"33908"	4443533	3
"33909"	4443534	3
"33910"	4443535	3
"33911"	4443542	2
"33912"	4443543	3
"33913"	4443544	4
"33914"	4443545	3
"33915"	4443552	2
"33916"	4443553	3
"33917"	4443554	3
"33918"	4443555	3
"33919"	4443573	3
"33920"	4443574	3
"33921"	4443575	3
"33922"	4443723	4
"33923"	4443727	4
"33924"	4443733	3
"33925"	4443737	3
"33926"	4443747	3
"33927"	4443753	3
"33928"	4443757	3
"33929"	4443773	3
"33930"	4443777	3
"33931"	4444222	2
"33932"	4444223	4
"33933"	4444224	4
"33934"	4444225	4
"33935"	4444234	4
"33936"	4444242	4
"33937"	4444244	4
"33938"	4444245	4
"33939"	4444252	2
"33940"	4444254	4
"33941"	4444255	4
"33942"	4444274	4
"33943"	4444275	4
"33944"	4444322	2
"33945"	4444323	4
"33946"	4444324	4
"33947"	4444325	4
"33948"	4444332	2
"33949"	4444333	3
"33950"	4444335	3
"33951"	4444344	4
"33952"	4444353	3
"33953"	4444354	4
"33954"	4444355	3
"33955"	4444422	4
"33956"	4444423	4
"33957"	4444424	4
"33958"	4444425	4
"33959"	4444427	4
"33960"	4444432	4
"33961"	4444433	4
"33962"	4444434	4
"33963"	4444435	4
"33964"	4444437	4
"33965"	4444442	4
"33966"	4444443	4
"33967"	4444444	4
"33968"	4444445	4
"33969"	4444447	4
"33970"	4444452	4
"33971"	4444453	4
"33972"	4444454	4
"33973"	4444455	4
"33974"	4444457	4
"33975"	4444472	4
"33976"	4444473	4
"33977"	4444474	4
"33978"	4444475	4
"33979"	4444477	4
"33980"	4444522	2
"33981"	4444523	4
"33982"	4444524	4
"33983"	4444525	4
"33984"	4444533	3
"33985"	4444534	4
"33986"	4444535	3
"33987"	4444542	4
"33988"	4444544	4
"33989"	4444545	4
"33990"	4444552	2
"33991"	4444553	3
"33992"	4444554	4
"33993"	4444555	4
"33994"	4444574	4
"33995"	4444575	4
"33996"	4444723	4
"33997"	4444724	4
"33998"	4444725	4
"33999"	4444727	4
"34000"	4444733	3
"34001"	4444734	4
"34002"	4444737	3
"34003"	4444743	4
"34004"	4444744	4
"34005"	4444745	4
"34006"	4444747	4
"34007"	4444753	3
"34008"	4444754	4
"34009"	4444757	4
"34010"	4444773	3
"34011"	4444774	4
"34012"	4444777	4
"34013"	4445222	2
"34014"	4445224	4
"34015"	4445225	4
"34016"	4445232	2
"34017"	4445235	4
"34018"	4445244	4
"34019"	4445245	4
"34020"	4445252	2
"34021"	4445255	4
"34022"	4445272	2
"34023"	4445275	4
"34024"	4445323	4
"34025"	4445324	4
"34026"	4445325	4
"34027"	4445332	2
"34028"	4445333	3
"34029"	4445335	3
"34030"	4445353	3
"34031"	4445355	3
"34032"	4445375	3
"34033"	4445422	2
"34034"	4445423	4
"34035"	4445424	4
"34036"	4445425	4
"34037"	4445433	3
"34038"	4445434	4
"34039"	4445435	3
"34040"	4445442	4
"34041"	4445444	4
"34042"	4445445	4
"34043"	4445452	2
"34044"	4445453	3
"34045"	4445454	4
"34046"	4445455	4
"34047"	4445473	3
"34048"	4445474	4
"34049"	4445475	4
"34050"	4445522	2
"34051"	4445523	4
"34052"	4445524	4
"34053"	4445525	4
"34054"	4445532	2
"34055"	4445533	3
"34056"	4445534	3
"34057"	4445535	3
"34058"	4445542	2
"34059"	4445544	4
"34060"	4445545	4
"34061"	4445552	2
"34062"	4445553	3
"34063"	4445554	4
"34064"	4445555	5
"34065"	4445574	4
"34066"	4445575	4
"34067"	4445722	2
"34068"	4445725	4
"34069"	4445737	3
"34070"	4447422	2
"34071"	4447423	4
"34072"	4447424	4
"34073"	4447425	4
"34074"	4447427	4
"34075"	4447433	3
"34076"	4447434	4
"34077"	4447435	3
"34078"	4447437	3
"34079"	4447443	4
"34080"	4447444	4
"34081"	4447445	4
"34082"	4447447	4
"34083"	4447453	3
"34084"	4447454	4
"34085"	4447455	4
"34086"	4447457	4
"34087"	4447473	3
"34088"	4447474	4
"34089"	4447475	4
"34090"	4447477	4
"34091"	4447522	2
"34092"	4447524	4
"34093"	4447525	4
"34094"	4447534	3
"34095"	4447535	3
"34096"	4447544	4
"34097"	4447545	4
"34098"	4447552	2
"34099"	4447554	4
"34100"	4447555	4
"34101"	4447727	4
"34102"	4447733	3
"34103"	4447737	3
"34104"	4447744	4
"34105"	4447747	4
"34106"	4447753	3
"34107"	4447757	4
"34108"	4447773	3
"34109"	4447774	4
"34110"	4447777	7
"34111"	4452222	2
"34112"	4452223	2
"34113"	4452225	2
"34114"	4452232	2
"34115"	4452235	2
"34116"	4452242	2
"34117"	4452243	4
"34118"	4452245	4
"34119"	4452252	2
"34120"	4452253	2
"34121"	4452255	5
"34122"	4452322	2
"34123"	4452323	2
"34124"	4452325	2
"34125"	4452332	2
"34126"	4452353	3
"34127"	4452355	5
"34128"	4452422	2
"34129"	4452423	4
"34130"	4452424	4
"34131"	4452425	4
"34132"	4452435	4
"34133"	4452444	4
"34134"	4452445	4
"34135"	4452452	2
"34136"	4452453	4
"34137"	4452454	4
"34138"	4452455	4
"34139"	4452522	2
"34140"	4452523	2
"34141"	4452524	4
"34142"	4452525	5
"34143"	4452527	2
"34144"	4452535	5
"34145"	4452552	2
"34146"	4452553	5
"34147"	4452554	4
"34148"	4452555	5
"34149"	4452725	2
"34150"	4453222	2
"34151"	4453223	2
"34152"	4453225	2
"34153"	4453232	2
"34154"	4453233	3
"34155"	4453235	3
"34156"	4453243	4
"34157"	4453252	2
"34158"	4453253	3
"34159"	4453255	5
"34160"	4453322	2
"34161"	4453323	3
"34162"	4453325	3
"34163"	4453332	2
"34164"	4453333	3
"34165"	4453335	3
"34166"	4453352	2
"34167"	4453353	3
"34168"	4453355	3
"34169"	4453373	3
"34170"	4453375	3
"34171"	4453423	4
"34172"	4453424	4
"34173"	4453425	4
"34174"	4453433	3
"34175"	4453434	3
"34176"	4453435	3
"34177"	4453444	4
"34178"	4453453	3
"34179"	4453454	3
"34180"	4453455	3
"34181"	4453473	3
"34182"	4453477	3
"34183"	4453522	2
"34184"	4453523	3
"34185"	4453524	4
"34186"	4453525	5
"34187"	4453533	3
"34188"	4453534	3
"34189"	4453535	3
"34190"	4453545	3
"34191"	4453553	3
"34192"	4453554	3
"34193"	4453555	3
"34194"	4453557	3
"34195"	4453573	3
"34196"	4453574	3
"34197"	4454225	4
"34198"	4454245	4
"34199"	4454355	3
"34200"	4454422	2
"34201"	4454424	4
"34202"	4454425	4
"34203"	4454433	3
"34204"	4454434	4
"34205"	4454435	3
"34206"	4454444	4
"34207"	4454445	4
"34208"	4454452	2
"34209"	4454453	3
"34210"	4454454	4
"34211"	4454455	4
"34212"	4454472	2
"34213"	4454473	3
"34214"	4454474	4
"34215"	4454475	4
"34216"	4454522	2
"34217"	4454523	4
"34218"	4454524	4
"34219"	4454525	4
"34220"	4454534	3
"34221"	4454535	3
"34222"	4454544	4
"34223"	4454545	4
"34224"	4454552	2
"34225"	4454553	3
"34226"	4454554	4
"34227"	4454555	5
"34228"	4454574	4
"34229"	4454575	4
"34230"	4455222	2
"34231"	4455223	2
"34232"	4455225	5
"34233"	4455232	2
"34234"	4455235	5
"34235"	4455242	2
"34236"	4455245	4
"34237"	4455252	2
"34238"	4455255	5
"34239"	4455272	2
"34240"	4455322	2
"34241"	4455325	5
"34242"	4455332	2
"34243"	4455333	3
"34244"	4455335	3
"34245"	4455352	2
"34246"	4455355	3
"34247"	4455422	2
"34248"	4455423	4
"34249"	4455424	4
"34250"	4455425	4
"34251"	4455433	3
"34252"	4455434	3
"34253"	4455435	3
"34254"	4455444	4
"34255"	4455445	4
"34256"	4455452	2
"34257"	4455454	4
"34258"	4455455	5
"34259"	4455457	4
"34260"	4455474	4
"34261"	4455475	4
"34262"	4455522	2
"34263"	4455523	5
"34264"	4455524	4
"34265"	4455525	5
"34266"	4455532	2
"34267"	4455533	3
"34268"	4455534	3
"34269"	4455535	3
"34270"	4455542	2
"34271"	4455544	4
"34272"	4455545	5
"34273"	4455552	2
"34274"	4455553	3
"34275"	4455554	5
"34276"	4455555	5
"34277"	4455557	5
"34278"	4455572	2
"34279"	4455574	4
"34280"	4455575	5
"34281"	4457424	4
"34282"	4457425	4
"34283"	4457433	3
"34284"	4457452	2
"34285"	4457453	3
"34286"	4457454	4
"34287"	4457455	4
"34288"	4457473	3
"34289"	4457474	4
"34290"	4457525	5
"34291"	4457535	3
"34292"	4457545	4
"34293"	4457554	4
"34294"	4457555	5
"34295"	4457575	5
"34296"	4472433	4
"34297"	4473333	3
"34298"	4473355	3
"34299"	4473373	3
"34300"	4473423	4
"34301"	4473433	3
"34302"	4473435	3
"34303"	4473453	3
"34304"	4473455	3
"34305"	4473473	3
"34306"	4473523	3
"34307"	4473553	3
"34308"	4473555	3
"34309"	4473573	3
"34310"	4473733	3
"34311"	4473757	3
"34312"	4474423	4
"34313"	4474424	4
"34314"	4474433	3
"34315"	4474434	4
"34316"	4474437	3
"34317"	4474444	4
"34318"	4474453	3
"34319"	4474454	4
"34320"	4474455	4
"34321"	4474473	3
"34322"	4474477	4
"34323"	4474555	4
"34324"	4474737	3
"34325"	4474743	3
"34326"	4474747	4
"34327"	4474753	3
"34328"	4477433	3
"34329"	4477443	3
"34330"	4477453	3
"34331"	4477555	5
"34332"	4477723	7
"34333"	4477737	3
"34334"	4477747	7
"34335"	4477753	3
"34336"	4477777	7
"34337"	4522222	2
"34338"	4522223	2
"34339"	4522224	2
"34340"	4522225	2
"34341"	4522232	2
"34342"	4522233	2
"34343"	4522234	2
"34344"	4522235	2
"34345"	4522242	2
"34346"	4522244	2
"34347"	4522245	2
"34348"	4522252	2
"34349"	4522253	2
"34350"	4522254	2
"34351"	4522255	2
"34352"	4522272	2
"34353"	4522275	2
"34354"	4522322	2
"34355"	4522323	2
"34356"	4522325	2
"34357"	4522333	3
"34358"	4522335	2
"34359"	4522352	2
"34360"	4522353	2
"34361"	4522355	5
"34362"	4522373	2
"34363"	4522375	2
"34364"	4522422	2
"34365"	4522423	2
"34366"	4522424	2
"34367"	4522425	2
"34368"	4522433	2
"34369"	4522434	4
"34370"	4522435	2
"34371"	4522443	4
"34372"	4522444	4
"34373"	4522445	4
"34374"	4522452	2
"34375"	4522453	2
"34376"	4522454	4
"34377"	4522455	5
"34378"	4522472	2
"34379"	4522474	4
"34380"	4522475	2
"34381"	4522522	2
"34382"	4522523	2
"34383"	4522524	2
"34384"	4522525	2
"34385"	4522532	2
"34386"	4522533	2
"34387"	4522534	2
"34388"	4522535	5
"34389"	4522542	2
"34390"	4522544	4
"34391"	4522545	5
"34392"	4522552	2
"34393"	4522553	5
"34394"	4522554	5
"34395"	4522555	5
"34396"	4522572	2
"34397"	4522573	2
"34398"	4522574	2
"34399"	4522575	5
"34400"	4522725	2
"34401"	4522745	2
"34402"	4523222	2
"34403"	4523223	2
"34404"	4523224	2
"34405"	4523225	2
"34406"	4523232	2
"34407"	4523233	3
"34408"	4523235	2
"34409"	4523242	2
"34410"	4523252	2
"34411"	4523253	2
"34412"	4523254	2
"34413"	4523255	5
"34414"	4523273	2
"34415"	4523275	2
"34416"	4523322	2
"34417"	4523323	3
"34418"	4523325	2
"34419"	4523332	2
"34420"	4523333	3
"34421"	4523335	3
"34422"	4523352	2
"34423"	4523353	3
"34424"	4523354	3
"34425"	4523355	5
"34426"	4523423	2
"34427"	4523424	4
"34428"	4523425	2
"34429"	4523433	3
"34430"	4523434	4
"34431"	4523435	3
"34432"	4523437	3
"34433"	4523443	4
"34434"	4523444	4
"34435"	4523445	4
"34436"	4523452	2
"34437"	4523453	3
"34438"	4523454	4
"34439"	4523455	5
"34440"	4523473	3
"34441"	4523474	4
"34442"	4523475	4
"34443"	4523522	2
"34444"	4523523	2
"34445"	4523524	2
"34446"	4523525	5
"34447"	4523533	3
"34448"	4523534	3
"34449"	4523535	5
"34450"	4523544	4
"34451"	4523545	5
"34452"	4523552	2
"34453"	4523553	5
"34454"	4523554	5
"34455"	4523555	5
"34456"	4523573	3
"34457"	4523574	4
"34458"	4523575	5
"34459"	4523753	3
"34460"	4524222	2
"34461"	4524225	2
"34462"	4524244	4
"34463"	4524252	2
"34464"	4524254	4
"34465"	4524255	5
"34466"	4524325	2
"34467"	4524334	4
"34468"	4524422	2
"34469"	4524423	4
"34470"	4524424	4
"34471"	4524425	4
"34472"	4524432	2
"34473"	4524433	4
"34474"	4524434	4
"34475"	4524435	4
"34476"	4524437	4
"34477"	4524442	2
"34478"	4524443	4
"34479"	4524444	4
"34480"	4524445	4
"34481"	4524452	2
"34482"	4524453	4
"34483"	4524454	4
"34484"	4524455	4
"34485"	4524457	4
"34486"	4524472	2
"34487"	4524473	4
"34488"	4524474	4
"34489"	4524475	4
"34490"	4524477	4
"34491"	4524522	2
"34492"	4524524	4
"34493"	4524525	5
"34494"	4524533	3
"34495"	4524534	4
"34496"	4524535	5
"34497"	4524542	2
"34498"	4524544	4
"34499"	4524545	4
"34500"	4524552	2
"34501"	4524553	5
"34502"	4524554	4
"34503"	4524555	5
"34504"	4524572	2
"34505"	4524574	4
"34506"	4524575	5
"34507"	4524753	4
"34508"	4525222	2
"34509"	4525224	2
"34510"	4525225	2
"34511"	4525232	2
"34512"	4525235	5
"34513"	4525242	2
"34514"	4525245	5
"34515"	4525252	2
"34516"	4525253	5
"34517"	4525254	5
"34518"	4525255	5
"34519"	4525272	2
"34520"	4525275	5
"34521"	4525322	2
"34522"	4525323	2
"34523"	4525325	5
"34524"	4525332	2
"34525"	4525333	3
"34526"	4525335	5
"34527"	4525345	5
"34528"	4525352	2
"34529"	4525353	5
"34530"	4525355	5
"34531"	4525422	2
"34532"	4525423	2
"34533"	4525424	4
"34534"	4525425	5
"34535"	4525432	2
"34536"	4525433	3
"34537"	4525434	4
"34538"	4525435	5
"34539"	4525444	4
"34540"	4525445	4
"34541"	4525452	2
"34542"	4525453	5
"34543"	4525454	4
"34544"	4525455	5
"34545"	4525472	2
"34546"	4525474	4
"34547"	4525475	5
"34548"	4525522	2
"34549"	4525523	5
"34550"	4525524	5
"34551"	4525525	5
"34552"	4525532	2
"34553"	4525533	5
"34554"	4525534	5
"34555"	4525535	5
"34556"	4525542	2
"34557"	4525544	4
"34558"	4525545	5
"34559"	4525552	2
"34560"	4525553	5
"34561"	4525554	5
"34562"	4525555	5
"34563"	4525572	2
"34564"	4525574	5
"34565"	4525575	5
"34566"	4527222	2
"34567"	4527225	2
"34568"	4527355	5
"34569"	4527424	4
"34570"	4527425	2
"34571"	4527433	3
"34572"	4527435	4
"34573"	4527443	4
"34574"	4527444	4
"34575"	4527453	4
"34576"	4527454	4
"34577"	4527455	5
"34578"	4527474	4
"34579"	4527475	4
"34580"	4527522	2
"34581"	4527524	2
"34582"	4527525	5
"34583"	4527555	5
"34584"	4527574	4
"34585"	4527575	5
"34586"	4527777	7
"34587"	4532222	2
"34588"	4532223	2
"34589"	4532225	2
"34590"	4532235	2
"34591"	4532255	5
"34592"	4532322	2
"34593"	4532323	3
"34594"	4532325	2
"34595"	4532335	3
"34596"	4532352	2
"34597"	4532422	2
"34598"	4532452	2
"34599"	4532522	2
"34600"	4532525	5
"34601"	4532535	5
"34602"	4532552	2
"34603"	4532553	5
"34604"	4532555	5
"34605"	4533222	2
"34606"	4533223	3
"34607"	4533225	2
"34608"	4533232	2
"34609"	4533233	3
"34610"	4533235	3
"34611"	4533252	2
"34612"	4533253	3
"34613"	4533255	5
"34614"	4533322	2
"34615"	4533323	3
"34616"	4533325	3
"34617"	4533332	2
"34618"	4533333	3
"34619"	4533335	3
"34620"	4533345	3
"34621"	4533352	2
"34622"	4533353	3
"34623"	4533355	3
"34624"	4533375	3
"34625"	4533377	3
"34626"	4533433	3
"34627"	4533454	3
"34628"	4533522	2
"34629"	4533525	5
"34630"	4533532	2
"34631"	4533533	3
"34632"	4533535	3
"34633"	4533552	2
"34634"	4533553	3
"34635"	4533555	3
"34636"	4534425	4
"34637"	4534525	5
"34638"	4534555	3
"34639"	4535222	2
"34640"	4535225	5
"34641"	4535232	2
"34642"	4535235	5
"34643"	4535252	2
"34644"	4535255	5
"34645"	4535322	2
"34646"	4535323	3
"34647"	4535325	5
"34648"	4535333	3
"34649"	4535335	3
"34650"	4535352	2
"34651"	4535353	3
"34652"	4535355	3
"34653"	4535425	5
"34654"	4535522	2
"34655"	4535523	5
"34656"	4535525	5
"34657"	4535533	3
"34658"	4535535	3
"34659"	4535545	3
"34660"	4535552	2
"34661"	4535553	3
"34662"	4535555	5
"34663"	4537255	5
"34664"	4537533	3
"34665"	4537555	3
"34666"	4542222	2
"34667"	4542223	2
"34668"	4542224	2
"34669"	4542225	2
"34670"	4542235	2
"34671"	4542244	4
"34672"	4542252	2
"34673"	4542253	2
"34674"	4542254	4
"34675"	4542255	5
"34676"	4542325	2
"34677"	4542352	2
"34678"	4542355	5
"34679"	4542422	2
"34680"	4542423	4
"34681"	4542424	4
"34682"	4542425	4
"34683"	4542432	2
"34684"	4542433	4
"34685"	4542434	4
"34686"	4542435	4
"34687"	4542437	4
"34688"	4542442	2
"34689"	4542443	4
"34690"	4542444	4
"34691"	4542445	4
"34692"	4542452	2
"34693"	4542453	4
"34694"	4542454	4
"34695"	4542455	4
"34696"	4542472	2
"34697"	4542473	4
"34698"	4542474	4
"34699"	4542475	4
"34700"	4542477	4
"34701"	4542522	2
"34702"	4542523	2
"34703"	4542524	4
"34704"	4542525	5
"34705"	4542532	2
"34706"	4542534	4
"34707"	4542535	5
"34708"	4542544	4
"34709"	4542545	4
"34710"	4542552	2
"34711"	4542553	5
"34712"	4542554	4
"34713"	4542555	5
"34714"	4542574	4
"34715"	4542575	5
"34716"	4542743	4
"34717"	4542774	4
"34718"	4543222	2
"34719"	4543225	2
"34720"	4543234	4
"34721"	4543235	3
"34722"	4543244	4
"34723"	4543252	2
"34724"	4543253	3
"34725"	4543255	5
"34726"	4543322	2
"34727"	4543323	3
"34728"	4543325	3
"34729"	4543332	2
"34730"	4543333	3
"34731"	4543335	3
"34732"	4543353	3
"34733"	4543355	3
"34734"	4543373	3
"34735"	4543375	3
"34736"	4543423	4
"34737"	4543424	4
"34738"	4543425	4
"34739"	4543427	4
"34740"	4543433	3
"34741"	4543434	3
"34742"	4543435	3
"34743"	4543437	3
"34744"	4543443	3
"34745"	4543444	4
"34746"	4543445	3
"34747"	4543447	3
"34748"	4543452	2
"34749"	4543453	3
"34750"	4543454	3
"34751"	4543455	3
"34752"	4543457	3
"34753"	4543473	3
"34754"	4543474	3
"34755"	4543475	3
"34756"	4543477	3
"34757"	4543522	2
"34758"	4543523	3
"34759"	4543524	4
"34760"	4543525	5
"34761"	4543533	3
"34762"	4543534	3
"34763"	4543535	3
"34764"	4543544	3
"34765"	4543545	3
"34766"	4543552	2
"34767"	4543553	3
"34768"	4543554	3
"34769"	4543555	3
"34770"	4543573	3
"34771"	4543574	3
"34772"	4543575	3
"34773"	4543723	3
"34774"	4543727	4
"34775"	4543733	3
"34776"	4543737	3
"34777"	4543753	3
"34778"	4543777	3
"34779"	4544222	2
"34780"	4544224	4
"34781"	4544225	4
"34782"	4544234	4
"34783"	4544252	2
"34784"	4544254	4
"34785"	4544255	4
"34786"	4544322	2
"34787"	4544323	4
"34788"	4544324	4
"34789"	4544333	3
"34790"	4544354	3
"34791"	4544355	3
"34792"	4544422	2
"34793"	4544423	4
"34794"	4544424	4
"34795"	4544425	4
"34796"	4544427	4
"34797"	4544432	2
"34798"	4544433	3
"34799"	4544434	4
"34800"	4544435	3
"34801"	4544437	3
"34802"	4544442	4
"34803"	4544443	4
"34804"	4544444	4
"34805"	4544445	4
"34806"	4544447	4
"34807"	4544452	2
"34808"	4544453	3
"34809"	4544454	4
"34810"	4544455	4
"34811"	4544457	4
"34812"	4544472	2
"34813"	4544473	3
"34814"	4544474	4
"34815"	4544475	4
"34816"	4544477	4
"34817"	4544522	2
"34818"	4544523	4
"34819"	4544524	4
"34820"	4544525	4
"34821"	4544532	2
"34822"	4544533	3
"34823"	4544534	3
"34824"	4544535	3
"34825"	4544542	2
"34826"	4544543	3
"34827"	4544544	4
"34828"	4544545	4
"34829"	4544552	2
"34830"	4544553	3
"34831"	4544554	4
"34832"	4544555	5
"34833"	4544572	2
"34834"	4544573	3
"34835"	4544574	4
"34836"	4544575	4
"34837"	4544723	4
"34838"	4544724	4
"34839"	4544733	3
"34840"	4544737	3
"34841"	4544743	3
"34842"	4544753	3
"34843"	4544754	4
"34844"	4544757	4
"34845"	4544773	3
"34846"	4544774	4
"34847"	4544777	4
"34848"	4545222	2
"34849"	4545224	4
"34850"	4545225	5
"34851"	4545245	4
"34852"	4545252	2
"34853"	4545255	5
"34854"	4545322	2
"34855"	4545325	5
"34856"	4545332	2
"34857"	4545333	3
"34858"	4545335	3
"34859"	4545352	2
"34860"	4545355	3
"34861"	4545422	2
"34862"	4545423	4
"34863"	4545424	4
"34864"	4545425	4
"34865"	4545433	3
"34866"	4545434	3
"34867"	4545435	3
"34868"	4545442	2
"34869"	4545443	3
"34870"	4545444	4
"34871"	4545445	4
"34872"	4545452	2
"34873"	4545453	3
"34874"	4545454	4
"34875"	4545455	5
"34876"	4545472	2
"34877"	4545474	4
"34878"	4545475	4
"34879"	4545522	2
"34880"	4545523	5
"34881"	4545524	4
"34882"	4545525	5
"34883"	4545532	2
"34884"	4545533	3
"34885"	4545534	3
"34886"	4545535	3
"34887"	4545544	4
"34888"	4545545	5
"34889"	4545552	2
"34890"	4545553	3
"34891"	4545554	5
"34892"	4545555	5
"34893"	4545574	4
"34894"	4545575	5
"34895"	4545773	3
"34896"	4547225	2
"34897"	4547322	2
"34898"	4547423	4
"34899"	4547424	4
"34900"	4547425	4
"34901"	4547433	3
"34902"	4547434	3
"34903"	4547435	3
"34904"	4547437	3
"34905"	4547443	3
"34906"	4547444	4
"34907"	4547445	4
"34908"	4547453	3
"34909"	4547454	4
"34910"	4547455	4
"34911"	4547473	3
"34912"	4547474	4
"34913"	4547475	4
"34914"	4547477	4
"34915"	4547524	4
"34916"	4547525	5
"34917"	4547533	3
"34918"	4547534	3
"34919"	4547544	4
"34920"	4547553	3
"34921"	4547554	4
"34922"	4547555	5
"34923"	4547733	3
"34924"	4547734	3
"34925"	4547737	3
"34926"	4547745	4
"34927"	4547753	3
"34928"	4547773	3
"34929"	4547777	7
"34930"	4552222	2
"34931"	4552223	2
"34932"	4552224	2
"34933"	4552225	2
"34934"	4552232	2
"34935"	4552233	2
"34936"	4552234	2
"34937"	4552235	5
"34938"	4552242	2
"34939"	4552244	4
"34940"	4552245	5
"34941"	4552252	2
"34942"	4552253	5
"34943"	4552254	5
"34944"	4552255	5
"34945"	4552272	2
"34946"	4552275	5
"34947"	4552322	2
"34948"	4552323	2
"34949"	4552324	2
"34950"	4552325	5
"34951"	4552332	2
"34952"	4552333	3
"34953"	4552335	5
"34954"	4552352	2
"34955"	4552353	5
"34956"	4552354	5
"34957"	4552355	5
"34958"	4552373	3
"34959"	4552375	5
"34960"	4552422	2
"34961"	4552423	2
"34962"	4552424	4
"34963"	4552425	5
"34964"	4552433	3
"34965"	4552434	4
"34966"	4552435	5
"34967"	4552444	4
"34968"	4552452	2
"34969"	4552453	5
"34970"	4552454	4
"34971"	4552455	5
"34972"	4552474	4
"34973"	4552475	5
"34974"	4552522	2
"34975"	4552523	5
"34976"	4552524	5
"34977"	4552525	5
"34978"	4552532	2
"34979"	4552533	5
"34980"	4552534	5
"34981"	4552535	5
"34982"	4552537	5
"34983"	4552542	2
"34984"	4552543	5
"34985"	4552544	4
"34986"	4552545	5
"34987"	4552552	2
"34988"	4552553	5
"34989"	4552554	5
"34990"	4552555	5
"34991"	4552557	5
"34992"	4552573	5
"34993"	4552574	5
"34994"	4552575	5
"34995"	4552725	5
"34996"	4552737	5
"34997"	4553222	2
"34998"	4553223	2
"34999"	4553224	2
"35000"	4553225	5
"35001"	4553232	2
"35002"	4553233	3
"35003"	4553234	3
"35004"	4553235	5
"35005"	4553242	2
"35006"	4553245	5
"35007"	4553252	2
"35008"	4553253	5
"35009"	4553255	5
"35010"	4553274	4
"35011"	4553322	2
"35012"	4553323	3
"35013"	4553324	3
"35014"	4553325	5
"35015"	4553327	3
"35016"	4553332	2
"35017"	4553333	3
"35018"	4553335	3
"35019"	4553345	3
"35020"	4553352	2
"35021"	4553353	3
"35022"	4553354	3
"35023"	4553355	3
"35024"	4553373	3
"35025"	4553375	3
"35026"	4553377	3
"35027"	4553422	2
"35028"	4553423	3
"35029"	4553424	4
"35030"	4553425	5
"35031"	4553427	4
"35032"	4553433	3
"35033"	4553434	3
"35034"	4553435	3
"35035"	4553437	3
"35036"	4553443	3
"35037"	4553444	3
"35038"	4553445	3
"35039"	4553447	3
"35040"	4553452	2
"35041"	4553453	3
"35042"	4553454	3
"35043"	4553455	3
"35044"	4553457	3
"35045"	4553473	3
"35046"	4553474	3
"35047"	4553475	3
"35048"	4553522	2
"35049"	4553523	5
"35050"	4553524	5
